UniqueCount	AmbigCount
0	0
115	1
5	20
53	2
0	21
0	4
0	3
3	2
0	19
0	0
5	19
37	0
9	4
0	0
2	41
76	3
0	41
0	140
0	14
0	14
0	10
1	36
0	51
0	28
0	87
3	65
0	30
6	0
10	0
1	1
15	4
0	4
1	0
6	0
0	0
95	11
0	90
1	90
0	19
0	20
0	0
0	90
12	0
0	0
0	0
10	0
0	0
0	47
26	0
66	29
91	30
0	48
29	2
9	0
8	2
35	0
0	53
0	5
0	53
1	0
10	0
8	57
5	32
1	64
3	1
0	32
0	10
3	70
0	61
209	24
19	24
2	0
0	0
0	108
11	106
8	4
2	0
11	0
17	6
13	6
0	9
0	0
5	9
2	1
99	17
4	2
1	0
21	0
23	0
55	15
5	0
61	110
1	110
0	110
74	40
1	40
0	10
34	10
5	55
30	55
0	3
3	5
1	3
1	6
0	13
10	43
12	43
0	0
0	0
0	22
4	9
117	11
7	0
0	25
36	378
0	378
100	0
4	0
7	0
5	0
0	0
0	0
0	0
9	0
159	18
13	43
4	43
0	0
0	40
0	40
2	4
4	34
14	34
4	22
0	6
9	77
0	36
4	17
0	133
34	14
0	6
0	241
0	188
0	205
0	35
0	179
0	97
24	18
6	232
22	0
18	0
5	25
0	41
5	66
0	14
9	4
0	4
129	6
0	1
0	7
0	0
0	0
0	0
30	24
10	24
0	65
0	0
0	65
0	47
11	76
2	74
14	0
69	0
92	0
4	23
0	22
32	25
2	4
15	2
0	10
0	3
0	0
24	42
32	0
0	4
0	4
25	204
86	165
3170	202
113	43
49	0
10	0
63	43
0	11
22	10
0	86
0	20
0	66
0	87
0	12
0	35
0	80
0	75
0	0
189	2
2	0
0	0
0	0
8	0
0	1
2	1
2	6
0	12
0	16
0	0
0	7
0	11
28	516
741	535
2	19
0	36
4	33
3	31
18	3
11	0
7	1
125	0
10	0
0	21
11	21
0	0
0	0
0	0
0	0
67	68
0	37
0	64
0	3
0	108
0	4
0	56
8	1
0	61
3	80
0	124
0	0
0	12
0	19
3	8
5	0
2	2
12	3
10	3
5	0
0	16
0	1
0	26
0	2
0	26
23	3
126	2
0	32
7	90
13	21
6	91
11	17
16	0
4	37
0	38
0	23
0	27
0	19
3	19
0	0
6	0
0	0
0	0
0	4
0	25
0	28
6	0
36	3
3	23
0	73
0	62
0	33
0	13
11	15
7	78
0	38
23	1
3	28
2	45
0	49
0	45
15	0
0	1
0	1
77	1
18	0
0	5
7	79
0	83
0	1
0	80
5	92
6	94
0	65
0	1
9	7
42	7
29	83
0	307
65	48
32	113
23	140
0	288
39	116
0	16
25	5
6	65
44	19
75	121
0	50
13	191
7	36
4	11
40	257
135	255
13	138
5	19
7	1
27	3
0	3
76	3
0	0
0	1
0	2
0	0
0	0
2	0
11	0
4	0
30	2
4	0
6	0
1	0
1	0
13	0
0	0
0	3
2	0
1	0
6	2
0	0
0	0
0	0
0	1
0	31
2	1
6	30
0	771
22	707
0	18
122	365
15	471
0	41
0	19
0	26
0	28
0	12
2	16
0	0
0	43
5	14
0	5
0	13
0	0
0	1
0	0
12	119
0	4
1	77
0	243
2	302
0	256
2	0
818	325
0	325
0	13
84	13
87	0
0	57
0	12
0	53
4	6
0	0
1	5
16	0
26	1
0	15
0	5
0	15
0	0
44	37
5	56
0	56
17	0
30	0
0	0
73	3
6	0
6	43
0	109
0	85
0	112
0	83
0	29
75	40
0	40
0	98
4	128
0	124
0	0
1	0
96	93
1	92
46	1
0	0
4	0
0	3
0	19
0	20
0	0
0	1
0	300
6	274
0	292
4	152
0	124
6	54
13	114
24	27
2	42
0	124
1	8
0	144
1	0
122	78
15	78
81	0
0	6
0	70
0	72
0	70
0	0
20	92
0	92
0	31
33	0
0	31
15	28
0	318
0	236
0	325
0	216
0	253
0	301
0	294
0	3
4	3
0	260
3	127
0	127
65	7
0	269
0	231
0	224
0	265
0	269
0	227
0	98
0	95
14	1
0	46
0	111
0	31
0	16
0	46
1	12
0	46
0	12
0	0
52	0
5	5
0	4
0	0
0	4
0	0
0	0
0	0
0	0
0	0
12	50
1	0
1	0
0	0
65	50
0	0
1	0
0	10
0	10
0	0
0	0
0	35
0	82
0	46
0	215
0	50
0	72
15	4
0	205
5	2
72	0
19	1
0	77
0	86
0	5
0	86
0	57
0	16
2	6
0	21
1	6
0	0
25	3
7	13
0	21
0	41
0	39
13	23
14	27
14	26
0	0
4	2
0	0
4	0
0	0
0	0
0	0
107	27
16	27
70	7
3	0
27	0
0	0
5	0
0	59
45	57
3	0
1	0
0	151
109	86
0	79
0	139
4	26
0	33
0	117
0	71
0	90
0	145
0	81
84	34
5	6
0	1198
1	57
7	1220
4	176
5	157
31	681
11	680
0	158
13	150
0	7
1	546
56	1330
107	0
2	3
0	25
6	28
30	0
0	54
0	45
0	152
7	152
0	165
22	83
0	26
14	7
0	152
0	13
0	1
1	14
40	12
0	0
15	5
62	10
34	0
11	0
305	0
61	15
0	15
42	0
4	0
0	567
0	35
29	17
0	101
5	26
0	554
0	540
5	478
0	0
0	0
0	48
0	47
4	33
0	34
0	1
6	0
0	2
0	2
1	9
0	8
0	2
0	1
0	8
0	1
1	0
20	54
0	54
0	53
5	15
0	53
0	43
0	18
1	15
2	52
0	2
0	13
0	15
4	11
3	10
3	23
0	5
0	3
1	8
0	27
5	23
343	38
84	43
0	0
0	55
1	29
19	0
0	231
0	60
5	111
40	286
1	0
0	0
4	0
5	6
34	6
0	1
0	0
0	1
4	0
2	0
6	679
35	691
24	18
0	549
0	708
0	616
67	686
8	692
4	695
4	631
5	673
0	0
214	358
726	383
51	0
11	0
0	63
35	65
0	0
8	0
0	44
0	49
0	9
0	5
0	24
19	25
1	8
2	14
0	0
69	8
28	15
20	73
0	97
0	99
48	43
756	601
99	490
46	23
582	148
0	43
2	0
0	0
5	0
0	0
8	1
33	0
0	12
0	40
2	172
0	10
48	9
31	124
0	175
5	27
0	813
8	785
0	799
0	12
4	7
0	0
14	0
5	8
