PGA_scaffold0__40_contigs__length_4818635	2228200	2228202	-36.166125541125545	PGA_scaffold0__40_contigs__length_4818635	GenSAS_6448195bde6ca-publish	gene	2227412	2229411	.	-	.	ID=M_mag.00g001060-v1.0.a1;Name=M_mag.00g001060;
PGA_scaffold0__40_contigs__length_4818635	2933187	2933189	26.2028735857182	PGA_scaffold0__40_contigs__length_4818635	GenSAS_6448195bde6ca-publish	gene	2931568	2933567	.	+	.	ID=M_mag.00g001590-v1.0.a1;Name=M_mag.00g001590;
PGA_scaffold0__40_contigs__length_4818635	3605064	3605066	35.51888532591731	PGA_scaffold0__40_contigs__length_4818635	GenSAS_6448195bde6ca-publish	gene	3603339	3605338	.	-	.	ID=M_mag.00g002180-v1.0.a1;Name=M_mag.00g002180;
PGA_scaffold0__40_contigs__length_4818635	4648961	4648963	28.818236066356366	PGA_scaffold0__40_contigs__length_4818635	GenSAS_6448195bde6ca-publish	gene	4647177	4649176	.	-	.	ID=M_mag.00g002570-v1.0.a1;Name=M_mag.00g002570;
PGA_scaffold10__58_contigs__length_8083807	7085612	7085614	29.679776488287125	PGA_scaffold10__58_contigs__length_8083807	GenSAS_6448195bde6ca-publish	gene	7084257	7086256	.	+	.	ID=M_mag.00g102880-v1.0.a1;Name=M_mag.00g102880;
PGA_scaffold10__58_contigs__length_8083807	7633848	7633850	41.66916055663625	PGA_scaffold10__58_contigs__length_8083807	GenSAS_6448195bde6ca-publish	gene	7632554	7634553	.	-	.	ID=M_mag.00g103290-v1.0.a1;Name=M_mag.00g103290;
PGA_scaffold11__78_contigs__length_11409253	6326046	6326048	27.445887445887447	PGA_scaffold11__78_contigs__length_11409253	GenSAS_6448195bde6ca-publish	gene	6324408	6326407	.	+	.	ID=M_mag.00g107790-v1.0.a1;Name=M_mag.00g107790;
PGA_scaffold11__78_contigs__length_11409253	7577024	7577026	-27.279392511128563	PGA_scaffold11__78_contigs__length_11409253	GenSAS_6448195bde6ca-publish	gene	7575070	7577069	.	-	.	ID=M_mag.00g108540-v1.0.a1;Name=M_mag.00g108540;
PGA_scaffold11__78_contigs__length_11409253	9989971	9989973	-28.8090546515801	PGA_scaffold11__78_contigs__length_11409253	GenSAS_6448195bde6ca-publish	gene	9988775	9990774	.	+	.	ID=M_mag.00g110130-v1.0.a1;Name=M_mag.00g110130;
PGA_scaffold11__78_contigs__length_11409253	9990076	9990078	32.47117232543242	PGA_scaffold11__78_contigs__length_11409253	GenSAS_6448195bde6ca-publish	gene	9988775	9990774	.	+	.	ID=M_mag.00g110130-v1.0.a1;Name=M_mag.00g110130;
PGA_scaffold11__78_contigs__length_11409253	10004131	10004133	31.67223072286363	PGA_scaffold11__78_contigs__length_11409253	GenSAS_6448195bde6ca-publish	gene	10002474	10004473	.	-	.	ID=M_mag.00g110150-v1.0.a1;Name=M_mag.00g110150;
PGA_scaffold11__78_contigs__length_11409253	10240211	10240213	-31.55223895232819	PGA_scaffold11__78_contigs__length_11409253	GenSAS_6448195bde6ca-publish	gene	10238405	10240404	.	+	.	ID=M_mag.00g110380-v1.0.a1;Name=M_mag.00g110380;
PGA_scaffold11__78_contigs__length_11409253	10552289	10552291	25.203131612357176	PGA_scaffold11__78_contigs__length_11409253	GenSAS_6448195bde6ca-publish	gene	10550886	10552885	.	-	.	ID=M_mag.00g110680-v1.0.a1;Name=M_mag.00g110680;
PGA_scaffold12__214_contigs__length_38711105	9151384	9151386	-26.389644012944984	PGA_scaffold12__214_contigs__length_38711105	GenSAS_6448195bde6ca-publish	gene	9149705	9151704	.	+	.	ID=M_mag.00g116700-v1.0.a1;Name=M_mag.00g116700;
PGA_scaffold12__214_contigs__length_38711105	10227292	10227294	-33.11071736858844	PGA_scaffold12__214_contigs__length_38711105	GenSAS_6448195bde6ca-publish	gene	10227279	10229278	.	+	.	ID=M_mag.00g117530-v1.0.a1;Name=M_mag.00g117530;
PGA_scaffold12__214_contigs__length_38711105	10227297	10227299	-29.47042253521127	PGA_scaffold12__214_contigs__length_38711105	GenSAS_6448195bde6ca-publish	gene	10227279	10229278	.	+	.	ID=M_mag.00g117530-v1.0.a1;Name=M_mag.00g117530;
PGA_scaffold12__214_contigs__length_38711105	11288628	11288630	26.076626076626074	PGA_scaffold12__214_contigs__length_38711105	GenSAS_6448195bde6ca-publish	gene	11287250	11289249	.	+	.	ID=M_mag.00g118300-v1.0.a1;Name=M_mag.00g118300;
