UniqueCount	AmbigCount
0	1
103	1
11	57
55	8
0	61
3	5
3	15
0	7
0	29
0	5
7	21
3	0
0	5
2	0
22	103
43	6
2	103
0	105
0	54
0	19
0	23
0	114
1	12
7	59
1	48
0	36
0	71
2	0
3	0
4	0
48	36
0	36
0	0
4	0
1	0
17	10
3	85
0	85
6	55
0	25
0	0
0	85
0	2
1	2
4	9
4	0
7	0
12	257
3	0
14	126
35	180
0	273
22	21
1	13
18	34
22	0
0	30
0	11
0	36
4	0
31	0
70	145
7	98
0	80
2	2
0	104
0	26
2	48
0	113
120	44
27	45
16	0
6	1
0	88
0	75
13	29
10	0
4	0
14	5
32	11
0	25
0	0
12	25
1	0
108	33
4	23
9	0
58	0
19	0
77	16
0	0
191	505
20	505
5	500
278	157
0	157
0	33
16	13
22	99
71	91
0	61
6	91
3	61
1	91
0	63
0	121
20	121
0	0
0	0
7	153
0	50
73	50
4	0
0	158
62	1195
16	1196
46	1
7	15
3	15
0	0
0	4
0	4
3	5
17	5
58	3
73	119
0	119
0	0
0	68
0	68
3	10
41	104
19	104
0	14
0	1
7	131
0	70
2	48
0	228
11	13
0	1
0	254
7	228
0	294
0	70
3	162
0	268
11	36
3	232
1	0
21	3
1	26
0	28
8	59
1	9
11	4
1	4
93	3
0	1
3	4
9	6
0	0
0	5
24	8
1	8
0	36
4	4
0	33
0	5
5	10
0	10
6	0
26	0
105	2
30	136
0	84
47	154
0	23
3	48
3	31
0	58
0	0
150	162
6	0
0	5
0	5
19	99
39	75
1540	95
31	101
5	1
3	1
130	102
0	16
70	16
0	31
6	17
0	17
0	36
0	8
2	39
0	31
0	5
2	8
100	1
14	2
0	0
0	2
0	0
0	4
0	4
0	7
0	47
0	59
0	0
0	29
0	47
19	431
524	435
3	0
0	56
5	37
3	38
15	4
50	2
13	0
55	0
3	0
0	27
0	27
0	2
0	1
0	2
3	0
34	52
0	35
0	75
0	15
0	71
0	19
2	55
0	1
0	57
0	30
0	102
0	0
0	2
0	8
3	2
0	0
1	4
12	0
50	3
0	0
2	5
0	1
0	56
17	2
0	56
12	3
38	13
0	23
14	53
42	15
0	40
5	8
8	0
6	163
2	163
0	141
0	144
4	126
16	126
0	0
0	0
0	0
1	0
0	6
1	17
0	18
7	0
37	1
2	20
7	81
0	99
2	155
4	66
1	12
9	106
0	186
14	0
9	116
17	188
0	196
0	189
4	3
0	3
1	0
29	1
24	5
0	29
17	58
0	59
0	28
0	43
10	57
6	62
1	32
2	28
29	20
80	20
53	113
0	335
44	77
11	92
42	165
0	317
60	118
0	8
12	7
16	83
37	33
39	151
0	27
18	199
28	20
5	1
145	229
125	221
3	152
7	3
4	0
10	1
0	10
53	13
0	0
0	0
4	0
0	0
0	0
2	0
23	0
0	0
21	2
0	0
2	0
14	0
0	0
4	0
0	0
4	8
0	0
8	0
0	0
0	0
1	0
0	0
0	0
0	24
4	4
3	23
0	2638
91	2485
0	2
66	1063
10	1422
0	16
0	14
4	25
0	27
0	13
10	22
0	0
0	22
35	163
5	99
0	151
0	1
0	12
0	0
11	255
4	6
3	22
2	608
2	623
3	603
0	0
2836	1268
0	1266
3	15
66	15
43	0
0	36
0	6
0	34
5	2
0	8
0	3
6	0
7	9
0	44
0	25
1	44
5	3
20	181
22	233
1	233
5	9
17	0
0	0
63	6
9	0
0	47
0	317
1	141
0	307
0	133
0	181
219	46
2	47
11	245
2	352
2	350
2	0
0	0
61	112
6	112
44	0
9	7
14	8
0	39
0	65
0	72
0	0
0	13
0	452
5	411
0	428
0	407
0	355
0	120
2	338
24	5
8	109
0	341
2	4
0	397
5	2
365	304
30	304
54	4
9	8
0	47
0	59
0	57
0	0
34	341
12	341
3	73
62	0
0	131
8	50
0	1053
0	939
0	1060
0	478
0	1095
0	897
0	890
0	7
14	7
0	1102
16	450
3	450
11	8
0	1105
0	1104
0	861
0	1080
0	1102
0	1082
1	465
0	395
13	3
34	533
0	590
0	104
0	30
0	140
4	68
0	128
0	69
4	0
18	0
0	14
0	2
0	5
0	7
2	0
0	0
0	23
0	26
0	34
0	39
20	13
0	9
0	25
12	39
1	1
2	0
0	33
1	33
85	2
12	0
0	118
0	119
0	44
0	112
0	50
0	232
0	17
0	225
1	4
39	8
93	11
2	39
0	51
0	23
0	56
0	85
0	23
2	31
0	36
4	38
0	12
0	0
3	64
9	67
0	99
0	136
5	52
4	26
2	26
0	0
0	0
0	0
2	0
0	0
0	0
0	0
172	48
0	48
31	1
10	0
1	0
10	0
0	0
1	32
20	32
21	1
3	0
0	348
111	236
0	219
12	338
0	66
7	54
6	320
0	203
0	215
1	354
0	233
33	136
2	17
0	2379
4	142
1	2414
11	376
65	570
45	1523
24	1523
0	625
36	585
0	73
0	1049
179	2944
47	0
1	6
5	61
2	64
22	0
0	141
0	99
1	787
55	737
0	805
37	491
2	248
0	39
11	787
4	80
0	37
4	84
46	59
0	5
13	58
96	11
21	2
62	0
547	2
129	41
1	39
182	0
1	0
2	2626
0	126
0	83
0	437
33	84
1	2502
0	2441
12	2058
0	0
1	0
0	13
0	1
1	3
3	16
0	14
4	0
0	35
0	35
2	43
0	27
0	22
0	16
3	25
0	16
8	3
7	12
0	12
1	192
3	81
0	227
1	210
0	57
4	81
9	207
0	7
0	27
0	6
7	33
0	3
2	13
4	0
0	0
1	0
0	9
1	6
430	98
517	130
0	0
5	267
0	109
29	2
0	2021
0	838
14	1094
279	2893
2	0
1	0
0	0
2	0
8	0
0	0
1	0
4	0
3	0
7	0
0	138
6	157
12	23
0	116
0	189
0	148
25	153
0	160
2	173
0	126
6	151
18	2
73	102
151	108
27	0
2	0
17	52
0	52
36	0
7	0
1	148
0	173
0	52
0	13
2	26
29	30
4	7
4	9
1	0
61	0
34	23
2	205
0	256
0	297
119	156
472	498
58	392
15	22
473	164
1	156
6	0
0	0
5	1
3	0
2	0
12	0
0	35
0	98
10	336
1	11
19	10
15	243
0	353
0	18
0	209
8	207
7	209
2	18
12	9
1	0
9	0
3	2
0	7
16	37
1	3
2	7
0	37
0	0
31	2
12	0
8	0
5	0
4	1
263	7
0	0
13	177
8	177
0	88
5	87
103	83
0	4
3	20
7	50
12	7
5	20
2	39
9	3
0	0
5	371
21	371
0	17
613	98
219	312
0	186
0	187
16	192
13	192
12	313
50	4
1	0
0	57
0	28
42	61
0	14
3	5
2	22
0	27
2899	241
12	241
32	0
26	0
40	8
19	8
0	86
4	146
0	51
27	189
23	74
15	11
16	107
52	173
0	184
7	96
2	0
2	91
0	94
49	31
0	7
0	41
1	11
0	38
0	3
0	24
0	1
0	7
43	16
0	5
0	7
52	11
0	0
5	0
98	132
0	132
35	132
29	134
6	31
99	31
8	3
4	54
3	57
67	0
27	6
0	0
2	36
0	415
0	0
0	9
0	9
7	13
1	40
2	17
0	415
0	12
0	13
0	31
0	26
16	50
1	8
6	765
4	542
19	990
0	9
15	0
0	271
26	448
0	503
3	926
0	78
34	5
12	32
781	47
0	356
0	368
0	356
0	362
0	356
16	369
6	74
0	74
5	63
40	10
0	7
0	8
0	8
119	0
4	17
11	17
0	0
9445	5929
270	2356
1660	4157
310	722
47	1105
60	1689
0	1260
0	1592
42	16
0	545
0	1546
0	376
0	1553
0	0
0	813
1	6
15	1198
22	1120
0	340
5	0
6	835
382	5
40	0
1	3
157	0
0	0
0	0
39	19
17	20
6	6
5	3
4	5
0	0
0	4
20	5
9	5
0	0
24	6
42	0
0	1
0	0
171	0
21	2
0	0
0	0
0	68
17	92
0	7
14	160
13	3
33	5
0	16
0	0
0	0
3	16
0	0
0	0
1	0
12	1
0	21
0	41
0	3
1	33
0	0
0	4
0	3
1	3
0	1
76	0
0	33
0	79
8	274
0	78
51	28
0	205
0	87
14	273
0	378
4	22
0	22
2	370
7	319
3	49
22	332
5	22
0	22
0	2
46	126
0	51
0	228
4	203
20	3
0	0
0	4
9	86
12	2
1	394
83	476
2	2
1	0
0	124
1440	124
270	109313
63	81064
5	15507
21	99255
121	99102
57	4783
0	76
0	62
0	44
0	68
0	11
6	81
0	16
20	16
0	0
61	48
7136	37
0	17
76	4
9	4
126	0
9	105
3	101
0	87
0	83
0	82
47	54
5	182
2	186
32	12
0	82
4	151
10	269
0	249
56	208
12	0
0	6
88	2017
0	21
15	0
19	105
3	208
12	220
11	4
401	690
9	4291
129	286
0	2
1	51
4	163
0	6
14	195
23	10
8	117
67	774
0	4816
63	478
5	225
1	92
7	92
99	5
1171	893
13	4
0	6
71	10
0	8
0	9
10	2
6	0
1	0
1	1
0	1
6	132
0	37
0	132
1	0
4	0
4	0
0	0
13	0
0	0
