UniqueCount	AmbigCount
0	4
15	4
6	19
6	7
0	19
0	8
3	17
0	0
0	17
0	0
5	4
1	10
0	8
0	0
8	49
1	7
0	49
0	40
0	9
0	5
0	10
0	29
0	6
0	1
20	26
0	36
0	14
0	0
6	0
0	0
0	4
0	4
0	0
0	0
0	0
33	0
0	0
0	0
0	0
0	0
0	0
0	0
1	0
0	0
0	0
0	0
0	0
0	51
0	0
2	23
0	30
0	54
0	11
0	1
3	12
21	0
0	0
0	0
0	0
0	0
0	0
0	0
8	30
0	10
26	2
0	30
0	7
0	7
0	0
18	41
20	41
1	0
0	0
0	28
0	28
8	8
4	0
6	0
2	18
13	18
0	0
0	0
2	0
0	0
62	5
0	0
4	0
0	0
15	0
0	5
2	0
56	89
1	89
0	89
47	36
0	36
0	0
0	8
22	72
45	72
0	14
1	24
0	14
0	24
0	18
0	20
11	20
0	0
0	0
0	23
0	3
22	3
0	0
0	23
11	243
11	245
35	0
0	2
0	2
0	0
0	0
0	0
0	0
6	0
0	0
44	36
0	36
0	0
0	69
0	69
0	6
12	30
2	30
0	15
0	15
0	41
0	22
0	12
0	40
11	10
0	15
0	60
0	51
0	70
0	22
0	61
0	50
10	12
0	55
14	0
2	6
7	1
0	3
3	4
1	2
3	0
2	0
0	7
0	7
2	14
0	0
0	0
0	0
0	9
0	9
0	12
0	5
0	10
0	0
0	4
0	4
0	0
0	0
8	0
11	46
0	8
19	71
0	23
0	11
0	33
0	14
0	0
76	40
1	0
0	0
0	0
0	0
0	0
6	0
14	7
0	0
14	0
18	7
0	0
12	0
0	15
0	13
0	10
0	16
0	8
0	16
0	15
0	16
0	0
3	0
0	3
0	0
5	3
0	0
2	5
0	5
0	0
0	8
0	10
0	0
0	5
0	8
0	0
0	0
8	4
0	13
0	15
0	2
0	5
26	0
3	0
37	0
4	0
0	13
0	13
0	9
0	9
0	9
0	0
9	5
0	3
7	10
0	1
0	9
0	3
6	9
2	0
0	9
4	0
0	14
0	0
0	8
0	12
0	4
0	4
0	0
2	3
8	0
0	0
5	24
0	0
0	30
5	14
0	30
0	0
4	5
0	17
4	5
31	15
0	0
6	2
2	0
0	36
0	36
0	33
1	34
0	38
0	38
0	0
0	0
0	13
2	13
0	5
0	8
0	8
0	0
0	0
5	1
0	24
0	34
0	15
0	1
0	0
0	35
0	26
9	0
0	5
0	28
0	28
0	28
0	0
0	0
0	0
0	0
4	0
0	19
10	0
0	0
0	19
0	8
0	4
0	8
0	4
0	15
5	16
42	16
17	57
0	126
21	19
5	56
12	93
0	113
41	83
0	8
12	7
9	23
12	2
18	57
0	11
5	58
0	11
0	0
1	21
4	21
0	13
5	0
0	8
0	0
0	0
4	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
14	0
0	0
0	0
0	0
0	0
1	0
0	0
0	0
4	0
0	0
0	1
0	0
0	0
0	0
0	3
0	26
0	7
1	19
0	823
4	782
0	0
0	233
8	433
0	0
0	1
0	1
0	1
0	0
0	0
0	0
0	0
0	44
0	31
0	43
0	0
0	1
0	0
0	56
0	0
2	11
0	124
0	127
0	122
1	0
630	258
6	258
1	7
0	7
4	0
0	33
0	4
0	33
0	4
0	0
0	0
31	0
6	0
0	1
0	1
0	1
0	0
0	44
10	68
0	68
11	9
0	0
0	0
23	3
4	0
0	17
0	56
0	25
0	72
1	29
0	32
90	16
0	24
