UniqueCount	AmbigCount
0	0
34	0
5	13
22	0
0	13
2	1
0	20
0	0
0	38
0	0
8	25
2	1
0	1
0	0
4	45
19	5
3	45
0	42
3	12
0	17
0	5
0	18
0	29
0	7
2	21
0	7
0	9
0	0
2	0
1	1
18	11
0	12
3	1
4	0
1	0
27	14
0	40
0	40
0	16
0	13
0	0
0	40
0	0
1	0
0	0
9	0
0	0
1	91
16	6
10	38
29	61
0	105
8	10
6	0
2	10
34	0
0	17
0	1
0	17
0	0
0	0
21	47
12	38
0	33
0	1
0	38
0	10
0	22
0	35
97	11
17	10
0	0
0	0
0	49
2	35
15	24
7	1
5	0
5	2
14	2
0	3
0	0
4	3
10	0
40	13
2	11
0	0
5	0
15	0
23	4
0	0
20	93
11	93
0	93
36	24
2	24
0	18
9	4
9	44
39	44
0	15
0	22
2	15
1	23
14	69
1	84
6	84
0	0
3	1
0	51
0	15
36	10
0	4
0	52
38	496
2	496
31	1
0	1
7	1
1	0
0	0
4	0
0	1
14	1
35	8
16	67
0	67
1	0
0	43
0	43
0	4
16	22
12	22
0	10
0	6
3	51
0	17
0	9
0	73
5	7
0	6
0	102
1	80
0	88
0	17
0	78
0	59
6	8
1	92
9	0
5	0
7	22
0	4
8	27
2	1
8	5
0	5
58	1
0	0
1	1
0	0
0	0
0	0
4	8
2	8
2	17
0	0
0	17
0	2
0	20
0	19
27	0
23	0
21	0
13	97
0	43
17	98
0	11
6	36
9	15
5	47
0	0
103	93
0	0
0	4
0	4
8	55
47	47
857	77
33	33
14	0
1	0
54	29
0	7
21	5
0	25
3	7
0	23
0	30
4	3
0	16
1	24
0	17
0	0
31	2
0	0
2	0
0	0
5	0
38	4
0	4
0	1
1	22
0	34
0	1
0	26
0	17
6	163
240	164
3	5
0	11
4	5
6	11
0	0
16	0
7	0
41	0
2	0
0	8
0	8
0	4
0	12
0	14
0	0
24	29
0	31
0	91
0	8
0	72
0	24
0	66
0	0
0	66
0	12
0	90
0	0
0	21
0	35
3	19
0	0
0	3
11	0
7	1
2	0
0	2
0	1
0	9
4	0
0	9
6	3
27	2
0	14
10	19
18	13
1	19
2	7
2	0
1	70
0	69
0	56
0	59
1	34
3	34
0	0
0	0
0	2
3	2
0	4
0	22
1	22
0	0
30	0
4	22
0	54
0	55
3	67
1	30
2	12
11	69
0	82
15	0
1	25
11	46
0	47
0	47
2	0
0	5
0	5
10	1
5	0
0	4
4	53
0	57
0	4
0	10
1	17
6	17
0	6
0	0
6	9
47	9
0	50
0	175
32	28
6	87
15	110
0	161
27	86
0	5
7	1
6	40
32	13
61	65
0	25
24	104
6	20
6	7
64	139
63	135
1	74
4	4
1	2
1	0
0	3
40	4
2	0
0	0
0	0
4	0
0	0
0	0
17	0
1	1
16	0
2	0
0	0
0	0
0	0
6	0
0	0
5	1
5	0
2	0
7	1
1	0
0	0
0	0
0	1
0	6
1	3
0	5
0	932
36	869
0	12
29	378
18	514
0	3
0	2
0	9
0	16
0	14
0	10
2	2
0	10
0	23
0	17
1	17
0	2
1	6
0	0
3	80
0	1
4	15
1	228
0	239
1	227
0	0
332	131
0	131
0	14
24	14
35	0
0	56
0	15
0	54
1	12
0	0
0	6
1	0
13	5
0	12
0	4
0	12
1	0
0	46
5	46
4	46
3	0
3	0
0	0
54	6
8	0
5	21
0	73
0	45
0	73
0	45
0	38
74	18
1	18
0	65
1	121
0	119
0	2
0	2
31	34
14	34
112	2
13	2
