lcl|NC_050675.1_gene_8	PGA_scaffold16__99_contigs__length_13714835	85.211	284	40	2	211	493	12231571	12231289	4.48e-84	316
lcl|NC_050675.1_gene_14	contig_2968_pilon__unscaffolded	99.107	224	2	0	1	224	41	264	2.94e-108	396
lcl|NC_050675.1_gene_28	contig_4859_pilon__unscaffolded	99.333	300	2	0	1	300	300	1	2.79e-149	533
lcl|NC_050675.1_gene_29	contig_4859_pilon__unscaffolded	100.000	297	0	0	1	297	590	294	4.69e-151	536
lcl|NC_050675.1_gene_30	contig_4859_pilon__unscaffolded	100.000	68	0	0	1	68	664	597	1.49e-27	123
lcl|NC_050675.1_gene_32	contig_4859_pilon__unscaffolded	99.717	353	1	0	1	353	3109	3461	9.61e-180	633
lcl|NC_050675.1_gene_33	contig_4859_pilon__unscaffolded	97.015	67	2	0	1	67	3619	3685	2.63e-24	113
lcl|NC_050675.1_gene_34	contig_4859_pilon__unscaffolded	98.485	66	1	0	1	66	3686	3751	7.35e-25	115
lcl|NC_050675.1_gene_38	contig_185_pilon__unscaffolded	72.840	729	139	21	46	755	30065	29377	1.12e-103	381
lcl|NC_050675.1_gene_38	contig_185_pilon__unscaffolded	72.840	729	139	21	46	755	100325	99637	1.12e-103	381
lcl|NC_050675.1_gene_39	contig_5718_pilon__unscaffolded	84.731	799	83	15	1	788	1568	2338	0.0	859
lcl|NC_050675.1_gene_39	contig_5718_pilon__unscaffolded	93.333	75	4	1	784	858	3712	3785	6.63e-22	110
lcl|NC_050675.1_gene_40	contig_4859_pilon__unscaffolded	100.000	71	0	0	1	71	6392	6322	3.77e-29	129
lcl|NC_050675.1_cds_YP_009926422.1_3	PGA_scaffold16__99_contigs__length_13714835	85.211	284	40	2	211	493	12231571	12231289	4.48e-84	316
lcl|NC_050675.1_cds_YP_009926426.1_7	contig_2968_pilon__unscaffolded	99.107	224	2	0	1	224	41	264	2.94e-108	396
lcl|NC_050675.1_cds_YP_009926429.1_10	contig_4859_pilon__unscaffolded	99.333	300	2	0	1	300	300	1	2.79e-149	533
lcl|NC_050675.1_cds_YP_009926430.1_11	contig_4859_pilon__unscaffolded	100.000	297	0	0	1	297	590	294	4.69e-151	536
lcl|NC_050675.1_cds_YP_009926431.1_12	contig_4859_pilon__unscaffolded	99.717	353	1	0	1	353	3109	3461	9.61e-180	633
