NC_050675.1	contig_2968_pilon__unscaffolded	85.434	3515	367	103	35709	39160	264	3696	0.0	3520
NC_050675.1	contig_2968_pilon__unscaffolded	85.885	3273	339	90	35016	38235	495	3697	0.0	3371
NC_050675.1	contig_2968_pilon__unscaffolded	85.636	3084	307	97	36630	39658	259	3261	0.0	3116
NC_050675.1	contig_2968_pilon__unscaffolded	85.171	2340	253	74	35016	37316	1414	3698	0.0	2313
NC_050675.1	contig_2968_pilon__unscaffolded	85.701	2140	209	66	37559	39658	265	2347	0.0	2167
NC_050675.1	contig_2968_pilon__unscaffolded	84.748	1390	159	42	35016	36383	2336	3694	0.0	1343
NC_050675.1	contig_2968_pilon__unscaffolded	85.145	1205	114	43	38475	39658	265	1425	0.0	1173
NC_050675.1	contig_2968_pilon__unscaffolded	90.537	782	55	12	1	770	1239	2013	0.0	1016
NC_050675.1	contig_2968_pilon__unscaffolded	88.903	784	65	15	1	770	319	1094	0.0	946
NC_050675.1	contig_2968_pilon__unscaffolded	88.875	782	64	17	1	770	2159	2929	0.0	941
NC_050675.1	contig_2968_pilon__unscaffolded	90.256	626	51	9	1	623	3075	3693	0.0	809
NC_050675.1	contig_2968_pilon__unscaffolded	87.832	452	47	8	35016	35462	3250	3698	6.39e-145	523
NC_050675.1	contig_2968_pilon__unscaffolded	99.242	264	2	0	8152	8415	1	264	5.04e-131	477
NC_050675.1	contig_2932_pilon__unscaffolded	85.404	1288	134	35	36770	38038	1259	7	0.0	1288
NC_050675.1	contig_2932_pilon__unscaffolded	84.402	1263	134	47	37727	38972	1217	1	0.0	1182
NC_050675.1	contig_2932_pilon__unscaffolded	83.879	1284	146	48	35860	37124	1242	1	0.0	1168
NC_050675.1	contig_2932_pilon__unscaffolded	84.131	1191	144	37	35016	36188	1164	1	0.0	1110
NC_050675.1	contig_2932_pilon__unscaffolded	85.133	1056	107	34	38616	39658	1260	242	0.0	1035
NC_050675.1	contig_2932_pilon__unscaffolded	88.379	697	55	20	80	765	1261	580	0.0	815
NC_050675.1	contig_2932_pilon__unscaffolded	90.069	433	37	6	1	431	429	1	6.30e-155	556
NC_050675.1	contig_2932_pilon__unscaffolded	91.743	109	8	1	39550	39658	1260	1153	1.25e-32	150
NC_050675.1	contig_4859_pilon__unscaffolded	99.125	686	3	2	20794	21479	1	683	0.0	1230
NC_050675.1	contig_4859_pilon__unscaffolded	89.174	702	34	28	23600	24279	3077	3758	0.0	837
NC_050675.1	contig_4859_pilon__unscaffolded	100.000	144	0	0	31006	31149	4874	5017	1.19e-67	267
NC_050675.1	contig_4859_pilon__unscaffolded	85.321	218	17	12	22160	22373	1003	1209	5.65e-51	211
NC_050675.1	contig_4859_pilon__unscaffolded	83.590	195	24	7	33242	33431	6522	6713	2.06e-40	176
NC_050675.1	contig_4859_pilon__unscaffolded	81.166	223	28	10	23022	23241	2398	2609	1.24e-37	167
NC_050675.1	contig_4859_pilon__unscaffolded	100.000	73	0	0	33080	33152	6321	6393	3.50e-28	135
NC_050675.1	contig_5718_pilon__unscaffolded	89.442	663	41	15	30279	30930	2338	1694	0.0	809
NC_050675.1	contig_5718_pilon__unscaffolded	76.348	575	92	30	29721	30283	4254	3712	3.30e-68	268
NC_050675.1	contig_185_pilon__unscaffolded	76.489	1595	250	84	29386	30931	29377	30895	0.0	752
NC_050675.1	contig_185_pilon__unscaffolded	76.489	1595	250	84	29386	30931	99637	101155	0.0	752
NC_050675.1	contig_2928_pilon__unscaffolded	87.739	522	54	10	37003	37518	4	521	2.87e-168	601
NC_050675.1	contig_2928_pilon__unscaffolded	86.226	530	55	16	35147	35671	5	521	1.75e-155	558
NC_050675.1	contig_2928_pilon__unscaffolded	86.681	473	44	13	309	770	4	468	6.43e-140	507
NC_050675.1	contig_2928_pilon__unscaffolded	84.411	526	69	11	37919	38436	1	521	2.31e-139	505
NC_050675.1	contig_2928_pilon__unscaffolded	84.259	540	60	19	36063	36596	1	521	8.32e-139	503
NC_050675.1	contig_3489_pilon__unscaffolded	86.621	441	42	16	37083	37514	433	1	2.35e-129	472
NC_050675.1	contig_3489_pilon__unscaffolded	84.564	447	46	18	35227	35665	434	3	2.40e-114	422
NC_050675.1	contig_3489_pilon__unscaffolded	86.154	390	29	17	390	765	433	55	4.04e-107	398
NC_050675.1	contig_3489_pilon__unscaffolded	83.447	441	53	16	38003	38432	433	2	1.88e-105	392
NC_050675.1	contig_3489_pilon__unscaffolded	81.718	454	56	16	36146	36592	434	1	8.87e-94	353
NC_050675.1	contig_444_pilon___fragment_11__unscaffolded	79.383	713	102	29	30238	30930	56662	55975	5.08e-126	460
NC_050675.1	contig_91_pilon__unscaffolded	79.296	710	104	27	30238	30930	27252	27935	6.57e-125	457
NC_050675.1	contig_5765_pilon__unscaffolded	85.621	459	34	26	30239	30693	8769	8339	8.50e-124	453
