lcl|NC_050675.1_gene_8	PGA_scaffold16__99_contigs__length_13714835	85.409	281	39	2	214	493	12231568	12231289	2.68e-76	291
lcl|NC_050675.1_gene_14	contig_2968_pilon__unscaffolded	99.107	224	2	0	1	224	41	264	1.67e-110	403
lcl|NC_050675.1_gene_28	contig_4859_pilon__unscaffolded	99.333	300	2	0	1	300	300	1	1.62e-152	544
lcl|NC_050675.1_gene_29	contig_4859_pilon__unscaffolded	100.000	297	0	0	1	297	590	294	7.18e-155	549
lcl|NC_050675.1_gene_32	contig_4859_pilon__unscaffolded	99.717	353	1	0	1	353	3109	3461	0.0	647
lcl|NC_050675.1_gene_39	contig_5718_pilon__unscaffolded	89.442	663	41	15	137	788	1694	2338	0.0	809
lcl|NC_050675.1_gene_39	contig_185_pilon__unscaffolded	80.894	738	96	27	136	858	30895	30188	1.33e-151	540
lcl|NC_050675.1_gene_39	contig_185_pilon__unscaffolded	80.894	738	96	27	136	858	101155	100448	1.33e-151	540
lcl|NC_050675.1_gene_39	contig_444_pilon___fragment_11__unscaffolded	79.383	713	102	29	137	829	55975	56662	1.06e-127	460
lcl|NC_050675.1_gene_39	contig_91_pilon__unscaffolded	79.296	710	104	27	137	829	27935	27252	1.38e-126	457
lcl|NC_050675.1_gene_39	contig_5765_pilon__unscaffolded	85.621	459	34	26	374	828	8339	8769	1.78e-125	453
lcl|NC_050675.1_gene_39	contig_6518_pilon__unscaffolded	78.969	718	106	28	137	837	721	32	8.28e-124	448
lcl|NC_050675.1_gene_39	PGA_scaffold22__59_contigs__length_10008237	78.711	667	87	30	137	788	9907893	9908519	1.09e-107	394
lcl|NC_050675.1_gene_39	contig_4401_pilon___fragment_5__unscaffolded	78.004	491	92	12	137	615	37291	36805	1.14e-77	294
lcl|NC_050675.1_gene_39	contig_396_pilon__unscaffolded	78.481	395	65	12	160	539	79648	80037	1.51e-61	241
lcl|NC_050675.1_cds_YP_009926422.1_3	PGA_scaffold16__99_contigs__length_13714835	85.409	281	39	2	214	493	12231568	12231289	2.68e-76	291
lcl|NC_050675.1_cds_YP_009926426.1_7	contig_2968_pilon__unscaffolded	99.107	224	2	0	1	224	41	264	1.67e-110	403
lcl|NC_050675.1_cds_YP_009926429.1_10	contig_4859_pilon__unscaffolded	99.333	300	2	0	1	300	300	1	1.62e-152	544
lcl|NC_050675.1_cds_YP_009926430.1_11	contig_4859_pilon__unscaffolded	100.000	297	0	0	1	297	590	294	7.18e-155	549
lcl|NC_050675.1_cds_YP_009926431.1_12	contig_4859_pilon__unscaffolded	99.717	353	1	0	1	353	3109	3461	0.0	647
