NC_050675.1	contig_2968_pilon__unscaffolded	85.434	3515	367	103	35709	39160	264	3696	0.0	3520
NC_050675.1	contig_2968_pilon__unscaffolded	85.885	3273	339	90	35016	38235	495	3697	0.0	3371
NC_050675.1	contig_2968_pilon__unscaffolded	85.636	3084	307	97	36630	39658	259	3261	0.0	3116
NC_050675.1	contig_2968_pilon__unscaffolded	85.171	2340	253	74	35016	37316	1414	3698	0.0	2313
NC_050675.1	contig_2968_pilon__unscaffolded	85.701	2140	209	66	37559	39658	265	2347	0.0	2167
NC_050675.1	contig_2968_pilon__unscaffolded	84.748	1390	159	42	35016	36383	2336	3694	0.0	1343
NC_050675.1	contig_2968_pilon__unscaffolded	85.145	1205	114	43	38475	39658	265	1425	0.0	1173
NC_050675.1	contig_2968_pilon__unscaffolded	90.537	782	55	12	1	770	1239	2013	0.0	1016
NC_050675.1	contig_2968_pilon__unscaffolded	88.903	784	65	15	1	770	319	1094	0.0	946
NC_050675.1	contig_2968_pilon__unscaffolded	88.875	782	64	17	1	770	2159	2929	0.0	941
NC_050675.1	contig_2968_pilon__unscaffolded	90.256	626	51	9	1	623	3075	3693	0.0	809
NC_050675.1	contig_2968_pilon__unscaffolded	87.832	452	47	8	35016	35462	3250	3698	6.39e-145	523
NC_050675.1	contig_2968_pilon__unscaffolded	99.242	264	2	0	8152	8415	1	264	5.04e-131	477
