PGA_scaffold16__99_contigs__length_13714835	NC_050675.1	85.211	284	40	2	12231289	12231571	5441	5159	1.32e-76	291
PGA_scaffold22__59_contigs__length_10008237	NC_050675.1	78.711	667	87	29	9907893	9908519	30930	30279	7.16e-108	394
PGA_scaffold22__59_contigs__length_10008237	NC_050675.1	76.348	575	92	30	9909891	9910433	30283	29721	4.53e-70	268
contig_1622_pilon__unscaffolded	NC_050675.1	87.204	211	24	3	184	392	480	271	1.73e-62	237
contig_1622_pilon__unscaffolded	NC_050675.1	84.444	225	29	6	168	389	35332	35111	2.26e-56	217
contig_1622_pilon__unscaffolded	NC_050675.1	82.379	227	33	7	168	390	36253	36030	1.37e-48	191
contig_185_pilon__unscaffolded	NC_050675.1	76.518	1597	246	86	29377	30895	29386	30931	0.0	752
contig_185_pilon__unscaffolded	NC_050675.1	76.518	1597	246	86	99637	101155	29386	30931	0.0	752
contig_2928_pilon__unscaffolded	NC_050675.1	87.739	522	54	10	4	521	37003	37518	1.98e-174	601
contig_2928_pilon__unscaffolded	NC_050675.1	86.226	530	55	16	5	521	35147	35671	1.21e-161	558
contig_2928_pilon__unscaffolded	NC_050675.1	86.681	473	44	13	4	468	309	770	4.45e-146	507
contig_2928_pilon__unscaffolded	NC_050675.1	84.411	526	69	11	1	521	37919	38436	1.60e-145	505
contig_2928_pilon__unscaffolded	NC_050675.1	84.259	540	60	19	1	521	36063	36596	5.76e-145	503
contig_2932_pilon__unscaffolded	NC_050675.1	85.404	1288	134	35	7	1259	38038	36770	0.0	1288
contig_2932_pilon__unscaffolded	NC_050675.1	83.908	1305	141	50	1	1259	38972	37691	0.0	1182
contig_2932_pilon__unscaffolded	NC_050675.1	83.732	1297	148	49	1	1253	37124	35847	0.0	1168
contig_2932_pilon__unscaffolded	NC_050675.1	84.131	1191	144	37	1	1164	36188	35016	0.0	1110
contig_2932_pilon__unscaffolded	NC_050675.1	85.133	1056	107	34	242	1260	39658	38616	0.0	1035
contig_2932_pilon__unscaffolded	NC_050675.1	88.379	697	55	20	580	1261	765	80	0.0	815
contig_2932_pilon__unscaffolded	NC_050675.1	90.069	433	37	5	1	429	431	1	6.04e-160	556
contig_2932_pilon__unscaffolded	NC_050675.1	91.071	112	9	1	1153	1263	39658	39547	1.20e-37	150
contig_2968_pilon__unscaffolded	NC_050675.1	85.434	3515	367	103	264	3696	35709	39160	0.0	3520
contig_2968_pilon__unscaffolded	NC_050675.1	85.885	3273	339	90	495	3697	35016	38235	0.0	3371
contig_2968_pilon__unscaffolded	NC_050675.1	85.636	3084	307	97	259	3261	36630	39658	0.0	3116
contig_2968_pilon__unscaffolded	NC_050675.1	85.171	2340	253	74	1414	3698	35016	37316	0.0	2313
contig_2968_pilon__unscaffolded	NC_050675.1	85.701	2140	209	66	265	2347	37559	39658	0.0	2167
contig_2968_pilon__unscaffolded	NC_050675.1	84.748	1390	159	42	2336	3694	35016	36383	0.0	1343
contig_2968_pilon__unscaffolded	NC_050675.1	85.145	1205	114	43	265	1425	38475	39658	0.0	1173
contig_2968_pilon__unscaffolded	NC_050675.1	90.537	782	55	12	1239	2013	1	770	0.0	1016
contig_2968_pilon__unscaffolded	NC_050675.1	88.903	784	65	15	319	1094	1	770	0.0	946
contig_2968_pilon__unscaffolded	NC_050675.1	88.875	782	64	17	2159	2929	1	770	0.0	941
contig_2968_pilon__unscaffolded	NC_050675.1	90.256	626	51	9	3075	3693	1	623	0.0	809
contig_2968_pilon__unscaffolded	NC_050675.1	87.832	452	47	8	3250	3698	35016	35462	3.22e-150	523
contig_2968_pilon__unscaffolded	NC_050675.1	99.242	264	2	0	1	264	8152	8415	2.54e-136	477
contig_3489_pilon__unscaffolded	NC_050675.1	86.621	441	42	16	1	433	37514	37083	1.88e-135	472
