UniqueCount	AmbigCount
0	0
8	0
11	26
0	0
0	26
0	0
0	1
0	0
0	9
0	0
0	8
2	0
0	0
0	0
7	55
2	8
4	55
0	48
0	21
0	1
0	6
0	46
0	6
0	47
0	41
0	16
0	59
0	0
0	0
1	0
14	12
0	12
6	0
1	0
0	0
12	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
2	0
0	0
0	0
0	0
0	92
0	0
1	49
0	59
0	95
1	15
0	0
2	15
0	0
1	4
0	4
0	4
1	0
0	0
23	62
11	60
0	49
0	0
0	60
1	37
5	43
0	56
20	85
35	85
0	5
0	0
0	16
0	9
20	15
10	0
0	0
0	8
39	10
0	18
0	0
0	18
0	0
52	4
1	1
0	0
18	0
1	0
6	3
1	0
34	164
32	164
0	164
30	18
0	18
0	26
1	9
15	44
21	44
0	28
0	40
0	28
2	41
0	97
29	138
1	138
0	0
0	0
1	67
0	15
0	26
0	0
0	70
57	566
0	566
2	0
0	5
0	5
0	0
0	0
17	1
2	0
0	0
2	0
10	47
0	47
0	0
0	166
0	166
2	2
7	16
9	16
0	3
0	3
0	41
0	33
0	16
0	67
1	8
0	3
0	67
0	64
0	82
0	33
0	41
0	82
11	11
0	56
3	0
0	0
0	1
0	1
0	2
0	0
4	1
5	3
0	19
0	0
0	19
11	0
0	0
0	0
0	0
1	0
0	4
0	0
0	4
0	5
0	8
0	8
0	0
4	0
12	0
16	87
0	75
8	98
0	9
1	27
4	15
0	35
0	0
121	125
0	0
0	0
0	0
0	31
28	29
453	42
8	49
5	0
0	0
26	49
25	132
62	131
0	16
0	12
0	14
0	16
6	23
0	27
0	14
0	12
0	0
34	0
0	2
0	0
0	2
0	0
4	12
2	12
0	8
0	30
0	43
0	2
0	30
0	29
0	16
20	17
0	2
0	16
6	9
1	9
8	3
27	3
0	0
1	0
0	0
5	0
0	0
5	0
0	0
0	0
0	0
16	12
0	30
4	573
0	20
0	551
0	25
2	548
0	3
4	550
0	6
0	540
0	0
0	0
0	9
6	12
0	3
0	0
10	0
49	1
0	0
0	10
0	1
0	16
0	6
2	16
0	0
1	3
0	14
13	6
21	14
0	4
0	0
4	0
0	50
2	49
0	25
7	33
10	32
10	32
4	0
0	0
6	0
0	0
0	0
0	0
0	0
1	0
31	0
14	26
0	54
0	37
4	64
0	35
0	0
8	69
0	79
6	0
0	34
19	52
0	55
0	54
0	0
0	1
0	1
2	0
9	0
0	0
2	5
0	5
0	0
0	3
0	10
0	13
0	1
0	0
30	13
62	13
1	42
0	83
2	8
10	47
25	78
0	86
30	54
0	6
1	3
4	6
13	2
7	47
0	8
0	57
8	2
0	5
70	57
4	55
0	34
1	2
0	0
0	1
0	0
2	0
1	4
0	0
2	0
0	0
0	0
0	0
1	0
0	0
1	2
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	2
0	0
0	2
0	942
30	895
0	12
3	372
0	503
0	3
0	0
1	3
0	0
1	0
3	0
0	1
0	0
17	73
4	28
0	63
0	0
0	14
0	4
2	93
1	8
2	26
3	214
0	214
0	205
6	0
926	356
20	355
2	40
20	40
1	0
0	1
0	1
0	1
1	1
0	6
0	5
5	0
38	10
0	19
0	9
0	19
1	0
1	99
12	111
3	111
0	3
18	0
0	0
5	0
0	0
3	49
0	125
0	91
0	125
0	91
4	41
128	45
0	45
0	116
1	207
0	207
0	0
0	0
0	300
161	304
84	0
1	0
3	2
0	14
0	15
0	15
0	0
0	5
0	391
0	338
0	357
0	375
0	324
3	140
0	277
2	0
4	114
0	321
0	0
0	349
0	0
342	141
32	141
4	0
4	17
0	11
0	17
0	11
0	2
38	292
11	292
6	51
61	0
0	7
0	5
0	137
0	154
0	140
0	82
0	142
0	149
0	146
0	4
1	4
0	145
3	221
0	221
2	1
0	319
0	302
0	257
0	318
0	319
0	301
1	85
0	233
0	0
28	386
0	387
0	21
0	9
0	36
0	12
0	36
0	12
13	0
0	0
1	11
0	3
0	0
0	11
7	0
0	0
7	16
0	16
0	28
0	18
7	12
0	7
0	22
0	18
3	0
2	0
0	1
0	1
8	0
3	0
0	28
0	7
0	0
0	14
0	7
0	32
2	1
0	39
0	0
0	5
61	6
0	14
0	25
0	17
0	33
0	4
0	2
0	3
0	3
6	23
0	4
5	0
2	53
0	53
0	64
0	91
0	28
0	1
0	1
11	0
1	0
2	6
0	0
4	8
0	0
0	8
436	44
0	44
10	0
0	0
0	0
0	0
0	0
0	2
7	2
12	0
2	0
0	168
7	104
0	82
2	153
0	26
1	39
5	155
0	87
0	89
0	162
0	95
1	32
0	6
0	3757
9	295
2	3841
56	667
89	671
127	2226
42	2226
0	696
30	650
6	63
1	1925
152	4343
2	0
19	1
7	185
3	138
10	4
7	383
0	283
6	246
35	233
0	255
4	162
0	96
0	11
8	246
0	14
0	18
5	29
2	25
0	2
5	19
335	38
0	1
15	0
249	2
109	42
0	36
53	0
0	0
2	1609
0	39
0	24
0	250
0	26
2	1527
0	1497
3	1321
0	0
0	0
0	7
0	1
0	0
0	6
0	6
0	0
0	26
0	26
2	52
0	37
0	9
0	15
7	34
0	15
1	0
0	0
0	0
4	116
4	41
0	115
2	109
0	27
25	56
5	101
0	14
0	15
0	5
3	18
2	8
2	42
0	0
0	5
0	7
0	23
0	25
198	54
1061	104
0	0
2	142
0	110
5	0
0	2116
0	952
7	1318
340	3261
5	1
0	0
1	0
0	4
44	3
0	0
0	0
0	0
7	0
13	0
0	5
0	13
0	25
0	6
0	13
0	6
0	13
0	12
0	9
0	7
0	7
6	2
8	17
12	17
1	0
2	0
1	21
5	21
33	1
6	0
1	53
0	71
0	27
0	6
6	33
6	33
1	0
0	1
12	5
173	11
0	2
0	70
0	85
0	108
142	177
82	64
13	48
0	0
83	14
2	177
33	0
0	0
0	0
0	0
1	1
7	0
0	8
3	175
0	714
1	1
3	19
12	513
0	719
0	0
0	5
2	5
8	7
0	1
1	0
2	0
1	0
0	0
0	1
10	137
0	13
0	1
0	137
0	0
44	3
7	0
0	0
12	0
0	0
111	17
0	0
23	95
2	95
9	45
0	66
51	61
0	5
0	0
0	4
0	0
0	0
1	4
14	5
6	3
4	172
1	172
0	5
234	15
136	157
0	28
1	37
1	28
3	37
6	157
24	0
0	0
0	46
0	26
21	46
0	5
0	0
0	13
0	13
2211	330
55	333
19	0
134	0
0	19
29	19
0	38
37	65
0	26
5	81
2	33
0	4
2	37
8	204
0	173
0	62
6	0
0	49
0	50
10	2
0	0
0	15
0	2
0	12
0	7
0	12
0	0
0	1
4	15
0	0
0	5
18	6
0	0
0	0
116	66
8	66
3	66
8	66
8	31
48	31
3	1
0	28
6	29
3	0
2	0
0	0
0	10
0	102
0	0
0	0
5	4
4	114
0	10
0	8
0	102
0	2
0	109
0	6
0	10
5	16
0	0
6	213
0	159
6	239
1	0
2	0
0	65
0	119
0	136
0	227
0	15
0	0
0	50
440	59
4	275
0	284
25	279
0	274
0	268
8	288
0	17
6	17
0	13
3	29
1	32
0	4
6	5
9	0
3	17
0	17
0	0
587	706
95	550
100	241
33	83
2	185
0	300
0	412
0	368
67	68
0	227
2	362
0	57
15	454
0	0
0	245
0	0
13	404
11	375
5	153
0	0
4	244
573	1
113	0
0	0
441	0
1	0
0	0
13	0
9	5
48	23
1	0
8	11
9	0
3	17
2	0
0	0
0	0
3	3
4	0
0	0
0	0
81	0
1	0
0	0
0	0
0	26
3	27
0	0
11	53
5	1
0	0
0	22
0	7
0	0
0	22
0	0
5	0
3	7
0	0
5	15
0	15
0	0
0	8
0	0
0	3
0	3
6	0
1	0
36	0
0	3
2	41
5	169
0	41
16	15
0	131
0	46
3	169
0	101
1	7
0	7
2	101
2	89
3	8
0	94
0	7
0	7
0	0
4	25
0	6
0	50
0	46
0	0
4	0
0	0
0	63
2	7
0	167
35	230
6	7
7	0
0	14
522	14
174	62899
49	44408
2	9552
14	55683
1239	56861
2	2651
0	17
0	16
0	13
0	16
0	0
6	18
0	6
0	0
0	3
59	18
4453	14
0	8
4	0
0	0
95	0
0	48
0	46
0	60
0	60
0	60
0	28
0	109
11	109
19	0
0	43
0	105
0	72
0	60
8	128
4	0
0	0
5	163
0	0
2	0
1	0
1	19
0	19
0	0
40	93
0	235
11	21
0	0
0	5
0	18
0	0
0	34
0	0
3	6
0	52
0	316
2	51
0	19
2	59
7	59
144	0
67	88
0	0
0	17
410	38
0	21
0	37
1	0
5	0
0	0
0	0
0	0
3	37
0	17
0	36
0	0
0	0
1	0
0	0
0	0
0	0
10	135
129	135
149	0
58	0
0	122
0	120
7	9
0	93
0	5
0	119
0	0
0	0
0	372
0	52
0	372
0	131
1	17
19	163
8	87
0	70
2	15
0	48
5	15
5	0
13	17
0	17
2	15
38	53
0	53
0	0
19	5
135	5
0	1
5	3
0	104
0	78
0	84
0	88
6	97
39	125
9	92
14	130
172	0
0	0
0	41
0	38
0	23
4	41
0	0
0	0
3	156
0	156
5	4
0	75
10	4
0	9
8	96
1	51
0	61
40	61
24	0
4	21
231	0
1	35
43	35
95	35
4	3
0	133
0	85
0	51
13	2
0	166
1	153
25	35
1	27
1	12
35	0
0	0
0	0
0	40
0	36
0	20
0	37
0	29
0	0
5	0
0	0
0	0
168	696
224	472
4	1
1	1
4	2
1	0
2	690
0	455
133	1039
33	681
127	716
14	759
0	121
259	376
65	471
0	102
3	116
25	131
0	112
67	0
0	0
9	1006
0	1051
4	902
1514	165
0	28
0	47
1	19
0	30
0	11
0	0
0	50
0	58
0	71
0	47
0	0
6	40
7	14
2	14
119	7
46	5
0	0
0	47
0	29
0	43
4	393
0	0
114	393
0	0
0	163
0	176
0	114
0	0
0	154
110	1535
1669	1536
1	12
0	12
7	1
7	1
0	0
1	0
0	0
4	1
0	0
4	0
13	13
0	0
0	0
1	0
0	0
0	0
0	0
0	0
0	0
1	0
2	0
0	0
9	0
0	0
0	0
0	0
1	60
0	179
0	40
0	175
0	30
0	6
5	167
2	0
17	76
0	1883
2	96
0	74
3	331
0	2
1	76
2	98
0	2116
1	0
3	0
91	1
0	7
0	13
0	0
1	13
0	9
0	6
0	7
0	7
0	1
47	75
0	6
0	7
0	64
0	8
0	38
6	25
0	0
186	3
0	444
1	383
0	80
0	0
4	330
9	438
2	793
0	491
0	281
0	490
0	491
133	791
8	95
7	95
0	56
1	0
202	396
0	209
0	187
8	0
7	0
13	0
0	0
0	0
1	1
1	15
0	15
0	0
0	124
4	165
0	135
0	56
11	92
0	51
0	63
0	5
0	70
4	71
0	39
0	78
31	34
0	0
0	32
0	37
0	33
0	47
0	53
47	864
11	683
67	864
0	1
0	16
2	3
0	13
2	0
3	13
0	14
0	0
0	14
1	0
0	0
18	6
0	6
0	3
0	0
0	1
0	0
0	0
0	0
0	0
5	0
0	0
3	0
22	0
0	0
0	0
0	198
79	160
22	54
7	33
1	106
0	23
0	106
11	1
0	1
115	0
0	1
0	1
0	0
3	0
0	0
0	0
9	6
22	24
10	0
5	20
1	2
0	0
31	0
0	0
3	0
0	0
39	0
70	0
1	0
0	0
0	0
0	0
1	0
0	0
2	3
0	0
0	3
0	0
18	91
0	0
14	91
0	22
0	71
0	5
0	0
0	0
1	0
3	5
0	5
0	0
0	23
0	0
0	8
0	45
18	67
3	425
0	13
1	14
0	13
142	508
0	34
10	481
5	3
8	4
0	522
61	69
0	516
0	8
8	2
42	2
1	25
5	40
2	40
8	0
57	0
0	0
3	1
13	7
0	7
0	0
0	0
0	4
30	0
4	0
9	2
0	0
32	1
0	0
0	0
25	1
0	0
0	0
0	0
0	0
2	0
2	1
0	1
6	1
0	0
0	0
0	0
152	94
3	94
0	893
0	902
0	1244
0	1244
0	875
0	1264
0	1256
0	1273
0	38
0	882
0	1253
0	1265
0	873
1	693
0	884
0	1246
0	1255
0	27
0	61
1	9
0	6
0	58
7954	4
0	2
0	2
0	1
5	1
0	0
0	0
0	0
0	0
0	0
2	139
2	109
7	49
0	286
0	89
2	169
4	223
0	17
13	124
0	26
1	161
3	108
9	177
0	159
0	210
0	1
7	13
0	8
4	9
0	5
0	0
4	9
1	8
1	0
1	16
0	0
0	6
0	6
0	0
0	0
0	0
0	0
0	0
0	2
5	12
0	1
0	12
16	2
0	7
2	0
0	0
0	0
0	0
0	7
1	0
0	0
0	0
0	0
9	2
0	0
0	0
0	9
25	9
0	0
2	0
0	0
0	0
7	43
0	59
0	62
0	26
16	0
208	0
1	939
123	939
0	2
0	14
4	29
0	0
0	0
0	29
0	30
0	0
7	0
0	599
527	613
0	5
0	70
2	0
18	0
1	3
6	0
0	22
0	43
0	47
0	22
0	71
2	27
3	62
25	152
0	109
5	108
0	91
0	153
15	1
0	29
1	0
4	132
43	133
0	32
3	32
2	16
2	3
0	0
0	0
0	0
0	0
2	0
0	135
0	20
4	195
0	202
0	206
0	4
0	0
0	44
0	0
0	0
0	34
6	0
0	0
0	0
35	1
3	1
0	308
7	321
36	376
6	362
2	367
0	0
0	0
1	2
0	81
0	2
0	77
0	58
0	60
0	0
0	0
0	0
0	4
0	83
0	5
0	78
385	0
10	4
27	4
15	0
0	0
0	0
0	0
0	1048
13	1043
0	53
0	0
1	44
0	0
285	997
5	210
0	0
0	9
8	9
432	100
1	100
4	0
17	824
81	824
25	14
0	14
0	8
0	14
4	40
4	0
0	40
0	0
2	0
0	0
0	1
1	0
16	41
5	40
0	148
1	681
23	0
0	123
0	59
0	170
0	567
9	609
0	74
15	0
1	45
5	0
0	125
0	0
0	0
31	4
0	4
0	0
0	114
0	114
843	0
0	6
0	1
0	6
0	6
0	1
2	0
0	0
36	0
0	37
0	0
16	30
6	10
0	10
0	0
1	7
8	30
0	66
0	66
0	38
0	64
0	64
4	4
0	4
0	4
0	4
12	8
0	8
0	18
0	18
46	0
108	0
0	84
30	311
0	216
0	0
0	11
28	0
0	22
45	22
0	1
0	97
0	97
0	0
0	48
1	0
4	0
0	0
0	5
1	7
0	3
0	7
0	0
0	1
0	1
0	0
5	1
0	149
0	4
0	142
29	14
33	154
0	55
0	11
4	0
0	36
0	36
0	34
0	34
0	36
0	25
0	34
