UniqueCount	AmbigCount
0	0
47	0
0	8
36	0
0	8
0	3
1	10
0	0
0	12
0	0
1	8
9	1
0	3
0	0
2	29
31	3
0	29
0	43
0	8
0	2
1	4
0	12
3	15
5	9
0	30
0	25
0	12
2	0
7	0
0	1
1	6
0	6
0	0
0	0
0	0
15	4
0	82
1	82
0	61
0	35
0	0
0	82
0	1
5	1
0	0
9	0
0	0
0	25
2	0
8	11
21	17
0	25
13	5
2	3
0	5
13	0
0	12
0	5
0	12
1	0
1	0
7	18
11	16
0	18
2	2
0	16
0	7
0	15
0	14
46	21
4	21
0	0
0	0
0	34
0	32
3	5
0	0
5	0
5	2
4	3
0	5
0	0
17	5
4	0
40	6
3	2
2	0
6	0
14	0
7	4
1	0
16	52
3	52
0	52
5	10
0	10
0	7
5	4
0	18
10	18
0	10
1	11
1	10
3	11
1	1
9	12
0	12
0	0
3	0
0	27
0	6
31	9
5	0
0	29
9	242
0	242
19	0
0	0
2	0
0	0
0	0
0	0
1	1
5	2
30	9
5	12
0	12
0	0
1	15
0	15
0	4
2	5
1	5
0	6
0	6
2	25
0	9
0	9
0	45
12	1
0	6
0	70
0	39
0	52
0	9
0	50
0	27
8	5
2	66
1	0
20	2
0	1
0	13
3	14
0	4
0	2
0	2
52	0
0	0
0	0
0	2
1	0
0	2
4	1
4	1
0	13
1	0
0	13
0	10
0	12
5	12
1	0
37	0
27	0
0	18
0	2
8	25
1	5
0	5
4	8
0	6
0	0
24	14
12	0
0	0
0	0
10	61
29	38
1033	72
37	30
18	0
0	0
46	30
0	3
2	3
0	17
22	8
0	3
0	17
0	4
0	18
0	17
0	8
0	0
60	0
0	0
0	0
0	0
4	0
0	0
0	0
0	0
0	1
0	1
0	0
0	1
2	1
8	180
227	183
3	9
0	14
5	11
0	14
0	0
7	0
13	0
5	1
11	0
0	18
0	18
0	0
0	0
0	0
0	0
32	37
0	17
0	37
0	0
0	45
0	1
4	37
10	0
0	37
1	24
0	74
0	2
0	2
0	4
1	4
0	0
1	0
3	2
1	0
0	0
4	5
1	1
0	6
0	5
0	6
5	0
35	0
0	8
0	28
0	8
0	34
8	0
5	0
2	22
0	21
0	17
0	17
0	17
6	17
0	0
0	0
0	1
2	1
0	1
0	5
0	6
3	0
16	0
0	6
0	26
0	24
0	10
0	6
6	3
0	27
3	11
8	0
4	9
2	14
0	15
0	15
4	2
0	3
0	1
14	0
8	0
0	1
4	19
0	20
0	1
0	29
2	30
1	32
0	26
0	0
3	0
23	0
1	32
0	103
27	16
0	52
4	70
0	101
22	59
0	6
20	4
11	25
11	8
63	34
0	14
6	53
0	13
1	3
45	103
134	97
3	50
0	5
10	1
10	0
0	0
45	0
0	0
0	0
0	0
0	0
0	0
0	0
4	0
0	0
7	1
0	0
0	0
0	0
1	0
3	0
0	0
1	2
0	0
2	0
1	0
0	0
0	0
0	0
0	0
0	9
0	0
0	9
0	360
14	341
0	0
36	118
7	186
0	23
0	3
0	14
0	23
