UniqueCount	AmbigCount
0	0
8	0
1	20
10	2
0	20
0	0
0	11
1	2
0	12
0	1
7	4
3	0
0	0
0	0
1	54
19	2
0	54
0	45
0	27
0	7
0	8
0	44
0	8
0	23
0	20
0	8
0	23
1	0
3	0
0	1
1	3
0	3
0	0
4	0
0	0
23	1
0	1
0	1
0	1
0	0
0	0
0	1
1	0
0	0
0	0
0	0
0	0
1	39
0	0
3	26
4	35
0	42
2	5
3	0
9	5
1	0
0	7
0	1
0	7
0	0
0	0
0	2
7	20
0	9
9	0
0	20
0	6
0	6
0	0
3	27
14	27
2	0
0	0
0	11
0	10
13	9
2	0
7	0
0	2
2	6
2	5
0	0
0	5
0	0
28	4
1	0
1	0
8	0
4	0
0	4
0	0
43	144
8	144
0	144
80	19
0	19
0	8
0	13
5	51
34	48
0	11
0	18
0	11
1	18
2	13
4	14
2	14
0	0
1	0
0	26
0	3
14	5
0	0
0	26
26	512
2	512
17	2
0	5
0	5
0	0
0	0
0	3
0	0
0	0
1	2
19	37
0	37
0	0
0	28
8	28
0	12
28	34
24	34
0	0
0	1
0	44
0	17
0	15
0	69
3	0
0	1
0	71
1	69
0	93
1	17
0	46
0	91
2	14
0	62
5	1
10	0
16	3
1	5
0	8
0	0
0	3
0	3
1	2
0	0
3	2
0	2
0	0
0	2
0	1
0	1
0	1
0	0
0	1
0	0
0	0
1	0
0	0
5	0
5	0
3	30
0	31
21	33
0	4
0	19
1	5
0	20
0	0
46	43
0	0
0	0
0	0
0	6
0	6
2	6
13	44
1	0
0	0
28	44
0	0
22	1
0	10
0	5
1	7
0	10
0	2
0	5
0	10
0	7
0	0
0	0
0	0
0	0
0	0
0	0
1	1
0	1
0	3
0	10
0	15
0	0
0	10
0	10
0	0
0	0
0	6
0	8
0	8
0	7
3	0
10	0
5	0
23	0
4	0
0	3
0	3
0	0
0	0
0	0
0	0
4	11
0	22
0	28
0	4
0	6
0	10
0	5
1	6
0	11
1	1
0	10
0	0
0	1
0	8
1	7
0	0
0	0
3	0
8	0
0	0
0	3
0	0
0	9
0	0
0	9
0	0
1	1
0	19
1	1
4	17
0	0
1	2
1	0
0	44
0	44
0	43
2	43
0	13
5	13
0	0
0	0
0	0
0	0
0	3
0	5
0	8
0	0
0	0
0	4
0	22
0	34
0	57
0	22
0	3
6	36
0	71
2	0
1	42
0	67
0	70
0	65
1	2
0	3
0	1
4	0
2	0
4	6
1	1
0	1
0	6
0	9
0	11
1	11
0	9
0	5
0	1
22	1
0	48
0	98
8	10
3	67
11	81
0	89
35	73
0	6
6	7
1	19
6	3
26	59
0	9
0	67
0	6
4	0
3	15
4	14
2	6
0	0
5	1
0	0
0	0
8	0
0	0
1	0
0	0
0	0
0	0
2	0
2	0
0	0
6	0
0	0
0	0
1	0
3	0
0	0
0	0
0	0
3	1
0	0
0	0
0	0
0	0
0	0
0	1
0	8
0	1
1	7
0	537
1	489
0	0
9	153
4	261
3	4
0	4
0	10
0	17
0	14
4	4
0	0
0	4
13	76
0	62
0	68
0	0
0	8
0	0
4	147
0	0
0	0
4	392
0	392
0	392
0	0
1280	625
7	625
0	8
5	8
3	0
0	7
0	0
0	7
0	0
0	0
0	0
2	0
1	0
0	8
0	2
2	8
0	0
2	66
2	71
0	71
6	0
1	0
0	0
11	3
4	0
0	28
0	87
0	52
0	88
9	53
0	40
101	26
0	28
0	70
7	151
0	151
0	0
0	0
22	11
0	11
1	2
1	12
0	11
0	14
0	22
5	30
0	0
0	8
0	146
0	135
0	128
0	151
0	133
2	60
0	99
0	1
0	36
0	136
0	1
0	130
0	0
56	91
4	91
0	0
0	11
0	17
0	18
0	17
0	0
11	90
2	90
0	10
11	0
0	1
2	13
0	223
1	214
0	224
0	140
0	228
0	209
0	208
0	0
0	0
0	229
0	85
2	85
10	8
0	453
0	451
0	368
0	424
0	451
0	424
0	167
0	116
2	1
17	161
0	172
0	24
0	14
0	38
0	6
0	35
0	14
1	0
0	0
3	3
0	0
0	1
0	2
0	0
0	0
0	7
0	6
0	8
0	3
0	3
0	1
0	8
0	3
0	0
0	0
0	4
0	4
15	0
0	0
0	39
0	59
0	33
0	30
0	16
0	106
3	3
0	77
0	0
1	3
46	0
0	6
0	14
0	8
0	14
0	52
0	7
0	10
0	17
0	22
1	10
2	0
0	40
2	40
0	47
0	74
4	16
0	0
0	0
0	0
0	0
0	3
0	0
0	3
0	0
0	3
28	26
2	26
11	0
0	0
1	0
0	0
0	0
4	3
1	3
0	0
0	0
0	112
1	79
0	95
1	117
0	14
0	25
0	105
0	68
0	90
0	118
0	95
13	39
0	12
0	98
0	24
2	116
6	19
0	29
11	78
10	78
0	35
3	34
3	0
0	34
14	95
17	0
9	0
0	14
1	29
0	0
0	48
0	46
5	301
6	305
0	310
6	223
0	136
0	1
2	301
0	4
0	6
0	20
3	17
0	0
1	12
23	2
5	0
8	0
176	3
70	37
2	34
41	0
0	0
0	683
0	65
0	21
0	156
0	21
0	650
0	640
10	535
1	0
0	0
0	7
0	3
0	0
0	4
0	4
1	0
0	26
0	26
9	6
0	5
0	5
0	1
1	5
0	1
0	4
0	8
0	8
7	76
0	32
0	81
2	69
0	6
2	32
0	68
0	3
0	0
0	0
0	0
0	0
0	4
0	0
0	3
0	0
0	1
0	4
7	1
34	1
0	0
0	3
0	0
2	0
0	16
0	13
2	3
2	27
0	0
0	0
0	0
2	0
0	0
0	0
0	0
0	0
0	0
0	0
0	4
0	6
9	0
0	6
0	6
0	6
3	6
1	6
0	5
0	0
0	6
0	0
0	13
4	13
4	0
0	0
1	0
0	0
0	0
0	0
0	55
0	58
0	4
0	3
0	0
0	0
0	0
3	0
1	0
2	1
5	3
2	44
1	71
0	75
16	67
31	11
2	3
0	0
23	5
1	67
0	0
0	0
0	0
1	0
0	0
5	0
0	5
0	0
0	40
0	4
2	3
1	1
0	44
0	10
0	34
2	35
7	34
5	10
0	6
0	0
1	0
0	0
0	0
0	11
0	0
0	0
0	11
0	0
19	2
1	0
0	0
0	0
0	0
63	2
0	0
2	47
0	47
0	23
0	33
10	30
0	3
0	3
0	10
4	3
0	3
0	10
0	0
0	0
1	111
1	111
0	2
115	14
31	55
0	36
2	50
0	41
1	50
3	56
9	0
0	0
0	2
0	2
3	2
0	0
0	1
0	2
0	3
837	18
2	18
1	0
0	0
16	0
8	0
0	35
0	22
0	16
1	42
0	29
11	2
5	16
15	48
0	42
0	20
0	0
0	12
0	12
1	1
0	1
0	12
1	8
0	12
0	4
0	8
0	0
0	8
0	8
0	2
0	0
19	1
0	0
0	0
3	34
0	34
0	34
2	35
0	1
25	1
0	2
0	29
4	31
13	0
2	0
0	0
1	7
0	85
0	0
0	6
0	5
5	4
7	8
0	6
0	85
0	1
0	3
0	9
0	9
4	15
0	0
6	314
0	254
9	361
0	0
5	1
0	69
4	205
0	223
0	349
0	20
4	0
0	23
211	23
0	167
0	169
0	167
0	168
0	166
0	169
1	8
0	8
0	7
1	1
0	0
0	3
3	3
0	0
3	16
0	16
0	0
25	7
4	6
0	0
0	0
0	0
0	6
0	339
0	402
2	0
0	128
0	400
0	76
0	397
0	0
0	212
0	3
4	289
9	260
0	56
1	0
1	225
9	3
15	0
3	0
65	0
0	0
0	0
6	2
4	2
0	0
0	0
0	0
0	0
0	3
2	1
2	0
0	0
8	0
5	0
0	0
0	0
1	0
0	0
0	0
0	0
0	25
3	10
0	2
3	35
0	2
2	0
0	4
0	0
0	0
0	4
0	0
0	0
0	0
0	0
1	1
0	2
6	0
0	2
0	0
0	1
0	1
0	0
0	0
26	0
0	5
0	16
7	112
0	16
5	11
0	94
0	29
1	112
0	108
0	13
0	11
2	106
5	87
8	18
0	87
0	11
2	13
0	0
1	41
0	1
0	59
0	55
0	0
0	0
0	0
0	11
4	0
0	81
30	92
0	0
0	0
0	59
497	59
184	29204
17	20027
0	3407
23	24633
28	26632
3	731
0	5
0	21
0	23
0	24
0	0
1	3
0	10
5	7
5	0
35	9
747	2
0	9
4	0
0	0
21	0
1	13
0	13
0	22
0	29
0	22
10	2
0	55
0	48
6	3
0	21
3	51
0	2
0	1
12	64
11	0
0	0
9	225
0	0
4	1
0	0
0	31
6	31
2	0
47	127
2	599
42	42
0	0
0	12
5	32
0	1
6	52
12	0
0	44
12	5
0	731
18	75
0	31
2	46
3	46
16	1
6	5
0	0
0	2
21	5
0	5
0	5
0	0
0	0
0	0
0	0
0	0
0	24
0	15
0	27
0	0
0	0
0	0
0	0
0	0
0	0
0	3
2	3
96	0
34	0
0	96
2	95
0	11
0	107
0	11
0	115
3	7
2	7
0	98
0	24
0	97
0	116
0	9
16	110
7	74
0	30
0	9
0	24
0	8
0	0
0	4
0	4
0	2
16	18
0	18
0	0
2	2
14	2
0	0
0	0
0	67
0	71
0	69
6	55
0	65
0	20
0	17
5	21
3	0
0	0
0	25
6	25
0	21
0	25
2	0
0	0
2	80
0	80
1	1
0	15
0	0
4	6
2	26
0	3
0	1
0	1
9	0
0	12
262	0
0	36
0	36
171	36
8	0
0	26
16	10
0	0
6	2
0	28
1	23
1	6
0	6
1	3
6	0
0	0
0	0
0	2
0	2
0	2
0	2
1	2
0	0
1	0
0	0
0	0
50	443
222	384
3	0
3	1
0	1
12	8
0	441
1	18
7	34
5	20
2	23
0	27
0	3
5	11
3	20
1	7
3	4
2	27
2	27
84	0
7	0
50	867
0	908
9	831
0	22
0	3
0	21
0	9
0	9
0	3
0	2
0	25
0	22
0	27
0	21
0	2
5	20
0	2
0	2
5	0
0	3
0	0
0	9
0	3
1	9
0	15
2	0
26	15
0	0
0	45
0	46
0	19
0	0
0	36
6	79
159	82
3	0
0	0
0	0
2	0
0	0
6	0
1	1
0	0
3	0
1	1
6	0
0	3
0	3
0	1
0	0
0	0
0	0
0	0
0	0
3	0
0	0
0	0
2	0
0	0
0	0
0	0
0	10
0	36
1	10
0	36
0	9
6	6
0	33
8	0
0	20
4	187
0	20
0	20
3	229
5	0
0	20
3	20
0	329
3	0
0	0
10	1
0	8
0	4
0	0
2	4
0	1
0	5
1	5
0	10
0	0
13	23
0	8
0	5
0	19
0	12
0	6
3	6
0	0
121	0
0	289
0	277
0	17
1	0
0	159
4	273
0	173
0	139
0	36
0	131
7	144
26	159
3	50
0	50
0	39
7	0
58	67
0	47
0	20
0	0
0	0
13	0
0	0
0	0
10	0
9	17
0	17
0	0
0	21
5	32
0	27
1	9
1	16
0	58
0	65
0	8
0	40
5	75
0	27
0	77
6	3
0	0
0	15
0	21
2	22
0	24
0	22
16	391
2	338
9	391
1	0
0	12
0	7
0	5
0	0
0	5
1	17
0	1
0	17
0	13
0	13
13	0
2	0
1	3
3	0
0	0
0	0
0	0
0	0
0	0
1	0
0	0
0	1
3	1
0	0
0	0
0	187
39	166
8	29
1	19
5	62
3	18
0	63
7	0
3	0
42	0
0	2
0	2
0	0
2	0
0	0
4	0
1	0
0	4
3	0
1	4
4	0
0	0
11	0
0	0
0	0
0	0
28	0
4	0
13	1
0	0
0	1
0	0
1	1
0	2
0	12
0	0
0	12
5	0
23	70
11	7
6	75
1	19
3	58
1	7
0	0
0	0
4	9
0	7
1	0
3	9
0	22
4	10
0	0
0	7
10	20
0	76
1	18
0	4
0	18
7	36
0	7
3	32
3	0
0	1
0	90
6	8
0	86
0	1
3	9
3	0
7	37
10	37
4	37
17	0
4	0
0	0
0	0
0	10
0	10
0	6
0	9
0	6
0	0
3	0
20	0
0	0
4	2
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	22
0	18
6	0
0	0
0	0
0	0
5	1
0	1
0	460
0	461
0	528
2	511
0	480
0	514
0	513
0	515
0	7
0	475
0	529
0	514
0	474
4	378
0	481
0	534
0	535
0	82
0	103
1	18
2	34
0	137
0	0
0	11
0	11
0	3
0	3
15	1
0	1
0	1
0	0
0	0
0	62
1	52
0	11
0	128
1	36
0	75
34	504
0	20
0	211
15	30
5	239
10	476
2	162
0	201
0	683
4	0
0	0
0	1
5	1
0	0
0	0
0	1
0	0
11	0
0	1
0	0
0	13
0	13
0	0
0	0
0	0
0	0
0	0
0	2
2	2
0	0
0	2
2	0
0	11
0	0
2	1
0	0
0	0
0	11
0	0
0	0
0	0
0	0
2	2
0	0
0	0
0	2
0	2
0	0
2	0
0	0
0	0
0	20
0	16
0	22
11	4
0	0
90	0
6	426
80	428
6	8
0	14
0	15
0	0
0	0
0	16
0	16
0	0
9	0
0	11
0	12
0	1
0	5
0	0
3	0
0	0
0	0
0	28
0	38
0	39
0	10
1	73
2	36
2	3
2	72
0	85
5	73
0	18
0	84
0	0
0	30
0	0
0	99
32	99
0	35
0	25
7	17
0	6
1	0
0	0
0	0
1	0
0	0
0	61
0	10
4	61
0	67
0	70
0	1
0	0
0	19
0	0
0	0
0	15
5	0
1	0
0	0
31	0
0	0
0	19
6	71
120	51
0	2
2	14
1	4
0	4
2	0
0	56
0	2
0	62
0	43
0	43
0	0
0	1
0	0
0	4
0	64
0	17
0	61
591	0
1	1
3	1
5	0
0	1
0	1
5	0
0	148
9	151
1	10
0	3
13	23
0	1
37	137
0	22
0	3
0	4
6	4
124	42
0	42
6	0
6	115
26	115
2	3
0	3
4	0
0	3
17	11
11	6
2	5
0	0
0	7
2	7
0	0
7	2
0	57
4	57
1	81
0	770
6	0
0	31
0	27
0	114
0	698
2	740
0	30
0	0
7	11
0	0
6	110
0	0
0	0
19	8
0	6
5	0
0	16
1	16
596	0
0	11
0	11
0	10
0	10
2	6
1	0
0	0
10	0
0	14
0	0
3	19
1	11
0	0
3	0
5	14
0	19
6	52
0	52
0	25
0	51
0	52
0	0
0	0
0	0
0	0
6	14
11	14
2	48
2	38
114	0
359	11
0	209
101	1122
0	874
0	11
0	39
53	0
0	59
73	59
0	3
0	251
0	248
0	0
0	113
1	0
15	0
0	0
0	4
4	9
0	6
3	11
0	1
0	2
0	3
0	0
0	0
0	94
9	4
0	91
34	0
10	98
0	43
0	6
0	0
0	22
0	30
0	32
0	38
0	30
1	16
0	36
0	0
3	0
0	6
0	0
0	0
1	0
7	0
158	3
466	0
394	0
